Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-1336,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1336.jpg,[[Imagem:M1336.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1337,[[prato]],[[Paul Storr (marca)]],[[Século XIX]]/[[1830]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1320 a M-1337),"1,8 x 24,7 d irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1337.jpg,[[Imagem:M1337.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Paul Storr (marca)]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1830]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1338,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1338.jpg,[[Imagem:M1338.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1339,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1339.jpg,[[Imagem:M1339.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1340,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1340.jpg,[[Imagem:M1340.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1341,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1341.jpg,[[Imagem:M1341.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1342,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1342.jpg,[[Imagem:M1342.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1343,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1343.jpg,[[Imagem:M1343.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1344,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1344.jpg,[[Imagem:M1344.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1345,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1345.jpg,[[Imagem:M1345.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1346,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1346.jpg,[[Imagem:M1346.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1347,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1347.jpg,[[Imagem:M1347.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1348,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular.",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1348.jpg,[[Imagem:M1348.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1349,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1349.jpg,[[Imagem:M1349.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1350,[[prato para pão ]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1350.jpg,[[Imagem:M1350.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1351,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1351.jpg,[[Imagem:M1351.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1352,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1352.jpg,[[Imagem:M1352.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1353,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1353.jpg,[[Imagem:M1353.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1354,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1354.jpg,[[Imagem:M1354.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1355,[[prato para pão]],[[Autor desconhecido]],[[Século XIX]]/[[1816]],[[Inglaterra]]/[[Londres]],Prata,18 exemplares (M-1338 a M-1355),"1,8 x 14,5 d. irregular",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1355.jpg,[[Imagem:M1355.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Inglaterra/Londres]][[Categoria:Data/Século XIX/1816]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1356,[[garfo para peixe]],[[James Deakin & Sons]],[[Século XIX]]/[[1897-98]],[[Inglaterra]]/[[Sheffield]],prata cinzelada e madrepérola esculpida,12 exemplares (a-f). Decorados com motivos florais e volutas.,"18,0 x 2,0 x 1,2 (média)",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1356.jpg,[[Imagem:M1356.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/James Deakin & Sons]][[Categoria:Origem/Inglaterra/Sheffield]][[Categoria:Data/Século XIX/1897-98]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1357,[[faca para peixe]],[[James Deakin & Sons]],[[Século XIX]]/[[1897-98]],[[Inglaterra]]/[[Sheffield]],prata cinzelada e madrepérola esculpida,12 exemplares (a-f). Decoradas com motivos florais e volutas.,"20,9 x 2,5 x 1,2 (média)",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1357.jpg,[[Imagem:M1357.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/James Deakin & Sons]][[Categoria:Origem/Inglaterra/Sheffield]][[Categoria:Data/Século XIX/1897-98]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1358,[[faca ]],[[Mappin & Webb (John Newton Mappin & George Webb) (marca)]],[[Século XIX]]/[[1868]],[[Inglaterra]]/[[Sheffield]],"prata cinzelada banhada a ouro, madrepérola esculpida.",12 exemplares (a-f). Lâmina decorada com motivos florais,"20,7 x 1,7 x 1,0",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1358.jpg,[[Imagem:M1358.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mappin & Webb (John Newton Mappin & George Webb) (marca)]][[Categoria:Origem/Inglaterra/Sheffield]][[Categoria:Data/Século XIX/1868]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1359,[[garfo]],[[Mappin & Webb (John Newton Mappin & George Webb) (marca)]],[[Século XIX]]/[[1868]],[[Inglaterra]]/[[Sheffield]],"Prata cinzelada banhada a ouro, madrepérola esculpida.",12 exemplares (a-l). Base dos dentes decorada com motivos florais,"20,7 x 1,7 x 1,0",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1359.jpg,[[Imagem:M1359.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mappin & Webb (John Newton Mappin & George Webb) (marca)]][[Categoria:Origem/Inglaterra/Sheffield]][[Categoria:Data/Século XIX/1868]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1360,[[porta-menu]],[[K. W. B.]],[[Século XIX]]/[[1886]],[[Inglaterra]]/[[Birmingham]],Prata martelada e cinzelada.,Par M-1361. Decorado com aves e flores em alto-relevo.,"14,1 x 9,3 x 0,5 (fechado)",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1360.jpg,[[Imagem:M1360.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/K. W. B.]][[Categoria:Origem/Inglaterra/Birmingham]][[Categoria:Data/Século XIX/1886]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1361,[[porta-menu]],[[K. W. B.]],[[Século XIX]]/[[1886]],[[Inglaterra]]/[[Birmingham]],Prata martelada e cinzelada.,Par M-1360. Decorado com aves e flores em alto-relevo.,"14,1 x 9,3 x 0,5 (fechado)",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1361.jpg,[[Imagem:M1361.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/K. W. B.]][[Categoria:Origem/Inglaterra/Birmingham]][[Categoria:Data/Século XIX/1886]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1362,[[colher de sopa]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],Prata 833 m\m fundida.,Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"20,3 x 4,4 x 2,1",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1362.jpg,[[Imagem:M1362.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1363,[[colher de sobremesa]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],Prata 833 m\m fundida.,18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"17,6 x 3,6 x 2,1",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1363.jpg,[[Imagem:M1363.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1364,[[colher de chá]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],Prata 833 m\m fundida.,18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"13,0 x 2,5 x 1,5",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1364.jpg,[[Imagem:M1364.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1365,[[colher de café]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],Prata 833 m\m fundida.,18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"11,4 x 2,1 x 1,4",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1365.jpg,[[Imagem:M1365.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1366,[[garfo de mesa]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],Prata 833 m\m fundida.,24 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"19,3 x 2,3 x 2,0",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1366.jpg,[[Imagem:M1366.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1367,[[garfo de sobremesa]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],Prata 833 m\m fundida.,18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"17,7 x 2,0 x 1,7",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1367.jpg,[[Imagem:M1367.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1368,[[garfo de peixe]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],Prata 833 m\m fundida.,18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"17,6 x 2,3 x 1,4",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1368.jpg,[[Imagem:M1368.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1369,[[faca de mesa]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],"Prata 833 m\m fundida, aço inoxidável.",24 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"24,4 x 2,1 x 1,5",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1369.jpg,[[Imagem:M1369.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1370,[[faca de sobremesa]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],"Prata 833 m\m fundida, aço inoxidável.",18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"21,1 x 1,9 x 1,0",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1370.jpg,[[Imagem:M1370.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-1371,[[faca de peixe]],[[Reis Filhos Ltda.]],[[Século XX]]/[[1938]],[[Portugal]]/[[Porto]],Prata 833 m\m fundida.,18 exemplares. Faqueiro português (M-1362 a M-1383). Cabo decorado com motivos florais em alto-relevo.,"20,7x 2,2 x 2,2",[[Prataria - Uso]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M1371.jpg,[[Imagem:M1371.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Reis Filhos Ltda.]][[Categoria:Origem/Portugal/Porto]][[Categoria:Data/Século XX/1938]][[Categoria:Núcleo/Prataria - Uso]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
